question_id,answer_text
1441,Disminuida habilidad para absorber folato debido a la acción de tetraciclina en el intestino
1442,Ácido fólico.
1442,Cianocobalamina.
1442,Sulfato ferroso.
1442,Hierro dextrano.
1443,Eritropoyetina.
1443,Filgrastima.
1443,Sargramostima.
1443,Hemosiderina.
1444,El paciente no toma regularmente los comprimidos.
1444,Las pérdidas continúan e igualan o superan a los aportes.
1444,Existe malabsorción de hierro.
1444,El diagnostico de anemia ferropénica fue incorrecto o coexiste otro tipo de anemia.
1445,Cirugía gástrica con anastomosis tipo Billroth II.
1445,Donantes de médula ósea.
1445,Programas de autotransfusión.
1445,Anemia por insuficiencia renal tratados con eritropoyetina.
1446,Fibrinógeno.
1446,Hemoglobina.
1446,Bilirrubina.
1446,Haptoglobina.
1447,Yema de huevo.
1447,Antiácidos.
1447,Fosfatos.
1447,Oxalatos.
1448,"II, IV, VI, X."
1448,"III. XII,  IX. X."
1448,Todas las anteriores.
1448,Ningunas de las anteriores.
1449,Factor II.
1449,Factor IX.
1449,Factor X.
1449,Proteína C.
1450,"Una vez administrados, su efecto es inmediato."
1450,"En Europa, el más utilizado es la warfarina."
1450,"Hace que la vitamina K intervenga en la gammacarboxilación de ácido glutámico de protrombina, factores VII, IX y X y proteínas C y S."
1450,Cuando hay hipocoagulabilidad exagerada y signos de sobredosificación (hematurias. gingivorragias) se administra plasma fresco de inmediato.
1451,"Son II, VII, IX y X."
1451,Se sintetizan en el hígado.
1451,Son serinproteasas estables.
1451,Se hallan en el suero.
1452,Ácido Fólico.
1452,Vitamina A.
1452,Vitamina B1.
1452,Vitamina B12.
1453,Administración de sulfamidas.
1453,Hepatopatías.
1453,Fístula biliar.
1453,Tratamiento con cumarínicos.
1454,Protrombina
1454,Factor X
1454,Proteína C
1454,Factor IX
1455,Ácido aminocaproico.
1455,Heparina.
1455,Lepirudina.
1455,Warfarina.
1456,Insuficiencia renal aguda.
1456,Desarrollo de anticuerpos antiplaquetarios.
1456,Encefalitis secundaria a la disfunción hepática.
1456,Neutropenia.
1457,Rituximab.
1457,Gentuzumab.
1457,Interferón alfa.
1457,Trastuzumab.
1458,Aspirina.
1458,Ticloplidina.
1458,Clopidogrel.
1458,Dipiridamola.
1459,Griseofulvina
1459,Rifampicina
1459,Fenobarbital
1459,Fenitoina
1460,Aspirina.
1460,Fenilbutazona:
1460,Cimetidina.
1460,Disulfiram.
1461,Clopidogrel.
1461,Eptifibatida.
1461,Tirofiban.
1461,Heparina no fraccionada.
1462,Dipiridamol.
1462,Alteplasa.
1462,Anistreplasa.
1462,Ticlopidina.
1463,Amiodarona.
1463,Cimetidina.
1463,Fluconazola.
1463,Metronidazola
1464,Metronidazol.
1464,Clofibrato.
1464,Trimetoprim-sulfametoxazol.
1464,Aspirina.
1465,Aspirina
1465,Fenilbutazona
1465,Cimetidina
1465,Ceftriaxona
1466,Penicilina
1466,Gentamicina
1466,Captopril
1466,Ibuprofeno
1467,Dipiridamol.
1467,Factor IX.
1467,Protamina.
1467,Ticlopidina.
1468,Ácido aminocaproico.
1468,Heparina.
1468,Factor IX.
1468,Ticlopidina.
1469,Aspirina.
1469,Clopidogrel.
1469,Heparina.
1469,Estreptocinasa.
1470,Reducida actividad plasmática del factor VIII.
1470,Reducida actividad plasmática de plasminógeno.
1470,Aumento del activador de plasminógeno tisular.
1470,Aumento de los depósitos de adenosina plaquetaria.
1471,La administración parenteral de heparina proporciona anticoagulación inmediata.
1471,La administración oral de warfarina proporciona anticoagulación retardada.
1471,La acción anticoagulante de la heparina regular requiere la presencia de antitrombina III
1471,"La sobredosis de heparina puede ser revertida con la proteína básica, protamina."
1472,Hemorragia cerebral.
1472,Reacción alérgica previa a los trombolíticos.
1472,Embarazo o reciente alumbramiento
1472,Resucitación cardiopulmonar
1473,El AAS inhibe tanto la COX-1 como la COX-2.
1473,El AAS se une irreversiblemente a su lugar de unión en la enzima.
1473,El AAS es un ácido débil.
1473,El AAS se excreta por el riñón.
1474,"Al contrario que los efectos antiinflamatorios, la antiagregación no parece mediada por inhibición de la prostaglandina sintetasa."
1474,Está indicada en la prevención primaria del infarto de miocardio en poblaciones seleccionadas.
1474,Las dosis adecuadas en la prevención del infarto están entre 75 y 325 mgrs/día.
1474,No está claro el valor de la aspirina en la prevención de la trombosis venosa profunda.
1475,Inhibe la absorción de la vitamina K.
1475,Tiene actividad antitrombina.
1475,Inhibe el metabolismo de la heparina.
1475,Todas las anteriores.
1476,Quimioterapia intensiva hasta alcanzar la remisión completa.
1476,Hidroxiurea oral para mantener valores leucocitarios normales.
1476,Interferón alfa hasta máxima respuesta citogénica.
1476,Trasplante alogénico de progenitores hematopoyéticos.
1477,Cálculos de cistina
1477,Cálculos de oxalato cálcico.
1477,Cálculos de colesterol.
1477,Cálculos de estruvita.
1478,Obliteración fibrosa de la médula.
1478,Síntomas relacionados a un aumento en la masa de eritrocitos.
1478,Sideroblastos en anillo.
1478,Policitemia.
1479,6-mercaptopurina
1479,5-fluorouracilo
1479,Citarabina
1479,Doxorubicina
1480,N-acetil-L-cisteina
1480,Vitamina K
1480,Penicilamina
1480,Deferoxamina
1481,Leucemia mieloide aguda.
1481,Mieloma avanzado.
1481,Linfoma T.
1481,Tricoleucemia.
1482,Dacarbazina.
1482,Doxorubicina.
1482,Prednisona.
1482,Vinblastina.
1483,Cardiotoxicidad.
1483,Cistitis hemorrágica.
1483,Neuropatía periférica.
1483,Fibrosis pulmonar.
1484,Púrpura trombocitopénica idiopática.
1484,Púrpura trombocitopénica trombótica.
1484,Hemofilia A clásica.
1484,Coagulación intravascular diseminada.
1485,Protamina
1485,Warfarina.
1485,Alteplasa.
1485,Anistreplasa.
1486,Ácido aminocaproico.
1486,Heparina.
1486,Plasma entero.
1486,Ticlopidina.
1487,La ausencia de Ca2+  promueve la coagulación sanguínea.
1487,El factor Von Willebrand suprime la adhesión plaquetaria.
1487,El factor Von Willebrand suprime la coagulación sanguínea.
1487,La coagulación intravascular diseminada (CID) causa depleción de los productos desdoblados de la fibrina
1488,Activador del plasminógeno tisular (tPA)
1488,Urocinasa.
1488,Estreptocinasa.
1488,Anistreplasa.
1489,Colecistitis crónica.
1489,Pancreatitis crónica.
1489,Hepatoma.
1489,Atresia duodenal.
1490,Esferocitosis hereditaria
1490,Síntesis alterada de beta globina.
1490,Deficiencia de la célula pluripotencial mieloide.
1490,La forma más común de anemia hemolítica.
1491,Aumentan el nivel plasmático del factor IX.
1491,Inhiben la trombina y los primeros pasos de la coagulación.
1491,Inhiben la agregación plaquetaria in vitro.
1491,Activan el plasminógeno.
1492,Aumentan el nivel plasmático del factor IX.
1492,Inhiben la trombina y los primeros pasos de la coagulación.
1492,Inhiben la síntesis de la protrombina.
1492,Activan el plasminógeno.
1493,Adenosina difosfato.
1493,Tromboxano A2.
1493,Trombina.
1493,Colágeno.
1494,Púrpura trombocitopénica idiopática.
1494,Púrpura trombocitopénica trombótica.
1494,Hemofilia A clásica.
1494,Hemofilia B.
1495,El tratamiento con heparina subcutánea debe considerarse en la CID asociada a procesos obstétricos
1495,En ningún caso está justificado el empleo de antifibrinolíticos
1495,El tratamiento sustitutivo debe intentar normalizar los distintos factores plasmáticos y las plaquetas disminuir.
1495,La dosis de heparina en CID es casi la mitad  ue la utilizada en el tratamiento de la trombosis.
1496,Conversión de fibrinógeno a fibrina
1496,Activación del factor V.
1496,Activación de la proteína C.
1496,Activación del factor XIII.
1497,Antitrombina III.
1497,Heparina endogena.
1497,Proteína C.
1497,Proteína S
1498,Glucocorticoides.
1498,Anestésicos.
1498,Radiaciones ionizantes.
1498,Citostáticos.
1499,DDAVP (desmopresina)
1499,p-hidroxibenzosulfonato de calcio.
1499,Estrógenos conjugados.
1499,Transfusión de plaquetas.
1500,Imposibilidad de realizar un tratamiento correcto.
1500,Aneurisma disecante de aorta.
1500,Hemorragia cerebral reciente.
1500,Embarazo y lactancia.
1501,Fenitoína
1501,Teofilina
1501,Digoxina
1501,Fluoxetina
1502,Defectos vasculares.
1502,Defectos plaquetarios.
1502,Hemofilia A.
1502,Trombocitopenia.
1503,Tiempo de sangrado.
1503,Tiempo de tromboplastina parcial.
1503,Prueba de retracción del coágulo.
1503,Prueba de lisis del coágulo.
1504,Indometacina.
1504,Cimetidina.
1504,Derivados de la pirazolona
1504,Ácido acetilsalícilico.
1505,Dalteparin.
1505,Danaparoid.
1505,Dipiridamola.
1505,Urocinasa.
1506,Tratamiento con heparina.
1506,Cirrosis hepática.
1506,Tratamiento con L-asparraginasa.
1506,Síndrome nefrótico.
1507,Existe una vía extrínseca y otra intrínseca.
1507,La urocinasa es un activador del plasminógeno.
1507,El complejo de contacto (factor XII y calicreína) también puede activar el plasminógeno.
1507,La activación del plasminógeno supone su transformación en plasmina.
1508,Activador tisular del plasminógeno (tPA) / fibrinólisis localizada
1508,Urocinasa / acción selectiva sobre el plasminógeno del coágulo.
1508,Estreptocinasa / glucocorticoides antes y durante su administración.
1508,Plasminógeno anisolado - estreptocinasa (APSAC) / suficiente un bolo de 30 mg para conseguir una buena eficacia trombolítica
1509,Acción antitrombótica.
1509,Procede de las sanguijuelas.
1509,Puede obtenerse por tecnología recombinante.
1509,Inhibe directamente la acción de la trombina sin mediar la AT-III ni afectar el factor Xa
1510,Embolia pulmonar.
1510,Trombosis de la arteria central de la retina.
1510,Infarto de miocardio.
1510,Trombosis venosas profundas.
1511,Aumenta la formación de plasminógeno
1511,Es menos efectiva luego de un IMA que t-PA
1511,Causa una alta incidencia de trombocitopenia
1511,Resulta en trombolisis específica a coagulo
1512,Convierte la plasmina a plasminógeno
1512,Provee una plantilla para la combinación de trombina y antitrombina III
1512,Inhibe la actividad ciclooxigenasa plaquetaria
1512,Bloquea competitivamente la unión de plasminógeno a fibrina
1513,FFFVV
1513,VVVVF
1513,VFVFV
1513,FFFFV
1514,Heparina
1514,Warfarina
1514,Urocinasa
1514,Estreptocinasa
1515,La actividad antiplaquetaria de la aspirina se debe al bloqueo en la producción de prostaciclina.
1515,Las dosis grandes de aspirina por lo general son más eficaces que las pequeñas para lograr efectos antiplaquetarios.
1515,Los trombolíticos generalmente se administran por vía intramuscular.
1515,Un inhibidor selectivo de la fibrinolisina deberá ser un antiplaquetario eficaz.
1516,Ácido acetilsalicílico.
1516,Dipiridamol.
1516,Heparina
1516,Sulfinpirazona.
1517,VVFFV
1517,FFVVF
1517,FFFFV
1517,VVVVF
1518,Los factores IV y VI no aceleran las reacciones enzima-sustrato en las que intervienen.
1518,El factor IV es una serinproteasa.
1518,El factor VII es la tromboplastina tisular.
1518,"En el grupo de factores de contacto no se incluyen los factores XII, XI, la precalicreína, el cininógeno de alto peso molecular."
1519,"Protrombina, acelerador de globulina, factor antihemofilico, factor plaquetario 3, fibrinógeno"
1519,"Protrombina, acelerador de globulina, extracto tisular, Ca++"
1519,"Acelerador de globulina, factor antihemofilico, factor plaquetario 3, Ca++, fibrinógeno"
1519,"Protrombina, acelerador de globulina, fibrinógeno, Ca++"
1520,Histamina
1520,Trombo endostatina
1520,Acelerador de globulina
1520,Bradicinina
1521,Dalteparina.
1521,Danaparoid.
1521,Lepirudin.
1521,Fitonadiona.
1522,Factor antihemofílico.
1522,Complejo del factor IX.
1522,Ácido aminocaproico.
1522,Celulosa oxidada.
1523,Eritropoyetina.
1523,Transferrina.
1523,Interleucina - 9.
1523,Ácido fólico.
1524,Transferrina.
1524,Filgrastima.
1524,Sargramostima.
1524,Ácido fólico.
1525,Función plaquetaria inadecuada.
1525,Púrpura trombocitopenica idiopatica
1525,Púrpura trombocitopenica trombotica
1525,Secuestro de plaquetas y trombocitopenia por hiperesplenismo en la cirrosis portal.
1526,Cristaloides.
1526,Sangre fresca almacenada.
1526,Paquete de eritrocitos.
1526,Sangre autógena.
1527,Hepatitis A.
1527,Citomegalovirus.
1527,Virus de la rubeola
1527,Klebsiella.
1528,Conjuntivas.
1528,Encías.
1528,Lecho ungueal.
1528,Manos.
1529,Eliminación de microorganismos.
1529,Secuestro de células sanguíneas normales y anormales.
1529,Regulación de la circulación portal
1529,Posible función de hematopoyesis extramedular.
1530,Bazo.
1530,Hígado.
1530,Grandes venas abdominales
1530,Plexo venoso subcutáneo.
1531,Metabolizada por la acción de enzimas presentes en el plasma.
1531,"Almacenada, como tal, en las células del sistema reticulendotelial."
1531,"Transportada a la médula ósea, donde es incorporada directamente a los hematíes de nueva formación"
1531,Convertida en bilirrubina en hígado exclusivamente.
1532,Activar al factor XII
1532,Inhibir la agregación plaquetaria
1532,Transportar al factor von Willebrand
1532,Actuar como cofactor de la proteína C
1533,Fiebre.
1533,Uremia.
1533,Oliguria o anuria.
1533,Hemólisis.
1534,Neutrófilo.
1534,Linfocito.
1534,Basófilo.
1534,Megacariocito.
1535,Neutrófilo.
1535,Basófilo.
1535,Macrófago tisular.
1535,Megacariocito.
1536,Transferrina.
1536,Fibrinógeno.
1536,Hemoglobina.
1536,Haptoglobina.
1537,Transferrina.
1537,Fibrinógeno.
1537,Hemoglobina.
1537,Haptoglobina.
1538,Transferrina.
1538,Fibrinógeno.
1538,Hemoglobina.
1538,Bilirrubina.
1539,Plasminógeno.
1539,Antiplasmina.
1539,Proactivador.
1539,Activador.
1540,la.
1540,III.
1540,VIII.
1540,Xa.
1541,Anemia perniciosa.
1541,Síndrome de Blackfan —Diamond.
1541,Anemia drepanocítica.
1541,Talasemia mayor.
1542,Su tamaño es inferior al de los hematíes.
1542,Se tiñen con los colorantes habituales.
1542,Su número aumenta en las anemias de origen medular.
1542,Permiten clasificar las anemias en macrocíticas y microcíticas.
1543,Cuerpos de Heinz.
1543,Cuerpos de Howell-Jolly.
1543,Punteado basófilo.
1543,Anillos de Cabot.
1544,Histiocítica.
1544,Monocítica.
1544,Macrofágica.
1544,Granulocitaria.
1545,Déficit del factor VII.
1545,Disfibrinogenemia.
1545,Déficit de factor II.
1545,Déficit de factor IX.
1546,La anemia.
1546,La hemorragia.
1546,La insuficiencia renal.
1546,La hemocatéresis esplénica.
1547,La producción de megacariocitos.
1547,La producción de células cebadas.
1547,La producción de glóbulos blancos.
1547,Ninguna es cierta.
1548,Exposición de plaquetas al colágeno.
1548,Conversión de la protrombina a trombina.
1548,Conversión de fibrinógeno a fibrina.
1548,Liberación de tromboxano A2.
1549,Sólo anti-A.
1549,Sólo anti-B.
1549,"Ni anti A, ni anti B."
1549,Ninguna respuesta es correcta.
1550,Es la única sustancia que activa el proceso de la fibrinólisis.
1550,Se produce en el endotelio únicamente en presencia de un trombo.
1550,Se libera directamente en forma activa.
1550,Su producción endotelial es inhibida por la trombina.
1551,Fosfato.
1551,Hemoglobina.
1551,Cloruro.
1551,Cationes.
1552,El diámetro de los vasos arteriales.
1552,El número de vasos arteriales abiertos.
1552,La presión arterial.
1552,El diámetro de los vasos venosos.
1553,Coagulación.
1553,Sedimentación
1553,Paro cardiaco.
1553,Anemia drepanocítica.
1554,Fagocitar bacterias.
1554,Activar a los linfocitos T.
1554,Activar a los eosinófilos.
1554,Fagocitar virus.
1555,Neumocitos silicoticos
1555,Neuronas infectadas con el virus de la rabia
1555,Células de isleta diabética
1555,Células uroteliales transformadas
1556,Hepatocito
1556,Neutrófilo.
1556,Linfocito.
1556,Plaqueta.
1557,Factor XII.
1557,Factor XI.
1557,Factor IX.
1557,Factor VIII.
1558,Obliteración fibrosa de la médula.
1558,Sideroblastos en anillo.
1558,Cromosoma Filadelfia.
1558,Policitemia.
1559,La cimetidina aumenta la actividad anticoagulante de la warfarina.
1559,"Los anticoagulantes cumarínicos disminuyen las actividades de los factores de coagulación II, VII, IX y X."
1559,Las heparinas son seguras de usar en paciente embarazada.
1559,El tratamiento con colestiramina disminuye los efectos anticoagulantes de la warfarina.
1560,Transfusión plaquetaria
1560,Infusión de heparina
1560,Infusión de trombina
1560,Infusión de fibrinógeno
1561,Cianocobalamina.
1561,Eritropoyetina.
1561,Hierro dextrano.
1561,Ácido tranexámico.
1562,50 000
1562,10 000
1562,150 000
1562,1000
1563,Caso control
1563,Cohorte
1563,Correlacional
1563,Experimental
1564,Incidencia acumulada
1564,Prevalencia lápsica
1564,Prevalencia punctual
1564,Riesgo atribuible
1565,10
1565,5
1565,100
1565,200
1566,Riesgo atribuible
1566,Tasa de prevalencia
1566,Odds ratio
1566,Riesgo relativo
1567,Quimioprofilaxis
1567,Serología de susceptibles
1567,Eliminación de reservorios silvestres
1567,Eliminación de vectores
1568,Cutánea
1568,Oral
1568,Percutánea
1568,Inmersión
1569,Curva epidemiológica
1569,Canal endémico
1569,Variación de patrón endémico
1569,Curva endémica
1570,Línea de epidemia
1570,Curva epidemiológica
1570,Proporción epidémica
1570,Relación casos tiempo
1571,"80 fallecidos por cada 100,000 habitantes"
1571,"800 fallecidos por cada 100,000 habitantes"
1571,100 fallecidos por cada 100 casos de dengue
1571,"8 fallecidos por cada 1,000 habitantes"
1573,Prevalencia
1573,Morbilidad
1573,Riesgo relativo
1573,Riesgo atribuible
1574,Evitar surgimiento de patrones de vida social
1574,Evitar estados graves de enfermedad
1574,Aumentar curación de pacientes
1574,Reducción del progreso de complicaciones
1575,Primordial
1575,Primaria
1575,Terciaria
1575,Cuaternaria
1576,Negativa falsa de que el tratamiento no es efectivo
1576,No hay influencia en la efectividad del tratamiento
1576,La selección de la variable no fue adecuada
1576,Se deben utilizar pruebas bilaterales
1577,Sentirse bien recibiendo productos sin acción farmacológica
1577,Al problema de ética que se produce en el diseño experimental
1577,Enmascaramiento en el ensayo clínico controlado
1577,Renuncia al consentimiento informado
1578,Cohortes
1578,Transversal
1578,Ecológico
1578,Correlacional
1579,Tasa global de fecundidad
1579,Esperanza de vida al nacer
1579,Razón de dependencia
1579,Tasa de crecimiento anual de población
1580,Semiología
1580,Clínica.
1580,Ciencias biológicas
1580,Demografía.
1581,La tasa bruta de mortalidad es mayor en los varones.
1581,La duración de la enfermedad es más corta en las mujeres.
1581,Los factores de riesgo de la enfermedad son más frecuentes en los varones.
1581,La población de varones es mayor que la de las mujeres.
1582,los que tienen Hg menor de 11 mg%
1582,los que no son obesos
1582,los que tienen desnutrición
1582,todos los niños del distrito
1583,enferma de negativo
1583,que da negativo no tenga la enfermedad.
1583,sana de un resultado negativo
1583,que da positivo tenga la enfermedad
1584,meta análisis
1584,ensayo controlado concurrente
1584,ensayo no controlado
1584,ensayo controlado secuencial
1585,Casos y controles
1585,Ecológicos.
1585,Estudio de la prevalencia.
1585,Cuasi-experimental.
1586,"Ensayo, serie de casos y ambispectiva"
1586,"Prevalencia, transversal y concordancia"
1586,"Prospectivas, de expuestos y de tendencias"
1586,"Analítico, prospectiva y asociación cruzada"
1587,De prevalencia.
1587,Ecológico
1587,Panel.
1587,De incidencia.
1588,Hemorragia.
1588,Sepsis.
1588,Aborto.
1588,Tuberculosis.
1589,Riesgo atribuible porcentual.
1589,Riego relativo.
1589,Odds ratio.
1589,Riesgo atribuible poblacional
1590,La mediana no se localiza en el centro de la distribución
1590,La distribución es asimétrica de acuerdo a su médiana
1590,El área comprendida por la curva es igual a cero
1590,La distribución es asimétrica respecto a su moda
1591,Servicio de Salud Integral.
1591,Modelo de Atención.
1591,Atención orientada a la Comunidad.
1591,Atención Primaria de Salud.
1592,El cálculo de los recursos humanos
1592,El análisis de la viabilidad de los objetivos
1592,La estimación del tiempo para actividades intramurales
1592,El equipamiento del Establecimiento de Salud
1593,Local
1593,Activa
1593,Pasiva
1593,Intermedia
1594,Los enfermos expuestos a la causa.
1594,"Personas sanas, expuestas a la causa."
1594,Los enfermos no expuestos a la causa.
1594,Los sanos que enfermaron por la causa.
1595,Especificidad.
1595,Prevalencia.
1595,Vator predictivo positivo.
1595,Incidencia.
1596,Son útiles para enfermedades raras.
1596,Los grupos de estudio se conforman de acuerdo a la enfermedad.
1596,El costo operativo en ellos es bajo.
1596,Sirven para todos los eventos de salud.
1598,Epidemia.
1598,Brote.
1598,Pandemia.
1598,Holoendemia
1599,Enfermedad.
1599,Prevalencia.
1599,Morbilidad.
1599,Letalidad.
1600,100%.
1600,0.2
1600,50%.
1600,8%.
1601,Complicaciones quirúrgicas obstétricas.
1601,Hemorragia puerperal.
1601,Aborto séptico.
1601,Tuberculosis multidrogorresistente.
1602,Vehículo
1602,Huésped.
1602,Fuente.
1602,Vector.
1603,Elevación o descenso de los títulos de anticuerpos.
1603,Grado de infectividad inespecífica.
1603,Signos y síntomas moderados o graves.
1603,Aislamiento e identificación de un agente infeccioso.
1604,Inmunogenicidad.
1604,Infectividad.
1604,Virulencia.
1604,Antigenicidad
1605,El tracto digestivo.
1605,El tracto urinario.
1605,La piel.
1605,La placenta.
1606,Dato.
1606,Indicador.
1606,Estadístico
1606,Parámetro
1607,4
1607,3
1607,6
1607,2
1608,Efectividad
1608,Eficiencia
1608,Costo - beneficio.
1608,Costo - efectividad.
1609,Incluye el fortalecimiento de la capacidad de los servicios locales de salud.
1609,Impulsa las propuestas de capacitación y educación en salud.
1609,Desarrolla programas para mejorar la salud materno infantil.
1609,Implementa acciones para mejorar el saneamiento ambiental
1610,III
1610,II
1610,I
1610,0
1611,Tienen cáncer de colon y consumen carnes rojas (casos) y los que no tienen cáncer de colon (controles).
1611,Consumen carnes rojas (casos) y los que no consumen carnes rojas (controles).
1611,Tienen cáncer de colon y consumen carnes rojas (casos) y los que no tienen cáncer (controles).
1611,Consumen carnes rojas (casos) y los que no consumen carnes rojas ni tienen cáncer de colon (controles).
1612,Endemia.
1612,Pandemia
1612,Brote
1612,Incidencia.
1613,Secundaria.
1613,Terciaria.
1613,Cuaternaria.
1613,Primordial.
1614,Readaptarse a nuevos puestos.
1614,Realizar controles biológicos.
1614,Declarar accidentes de trabajo.
1614,Prevenir complicaciones.
1615,Disminuye la varianza y la desviación típica.
1615,Aumenta la varianza y la desviación típica.
1615,Disminuye la varianza y aumenta la desviación típica.
1615,Aumenta la varianza y disminuye la desviación típica.
1616,Mediana
1616,Moda
1616,Rango
1616,Varianza
1617,Casos y controles.
1617,Ecológica
1617,Experimental.
1617,Transversal.
1618,Eliminada.
1618,Controlada
1618,Incrementada.
1618,Disminuida.
1619,Aborto.
1619,Nefropatia.
1619,Hemorragia post parto.
1619,Preeclampsia.
1620,Riesgo relativo.
1620,Fracción atribuible.
1620,Tasa de incidencia.
1620,Riesgo atribuible.
1621,Jornada de vacunación.
1621,Barrido vacunal.
1621,Fortalecimiento de vacunación.
1621,Evaluación de cobertura vacunal.
1622,Leishmaniosis.
1622,Dengue hemorrágico.
1622,Meningitis meningocócica.
1622,Hepatitis B
1623,"Observación, registros HIS, grupos focales"
1623,"Grupos focales, historias clínicas, registros"
1623,"Reportes de necropsias, grupos focales, observación."
1623,"Censo poblacional, grupos focales, registros HIS."
1624,"Incidencia 32 x 1000 habitantes - Letalidad 6,25 x 1000 habitantes"
1624,"Incidencia 3,2 x 10000 habitantes - Letalidad 2 x 100 habitantes"
1624,"Incidencia 3,2 x 100 habitantes - Letalidad 2 x 1000 habitantes"
1624,"Incidencia 0,32 x 1000 habitantes - Letalidad 20 x 10000 habitantes"
1625,Emigración de sanos.
1625,Inmigración de casos.
1625,Aumento del tiempo de enfermedad.
1625,Disminución de las medidas de curación.
1626,Debe tenerse en cuenta la exposición o no exposición at factor de riesgo.
1626,Los controles deben ser de una población distinta a la de los casos.
1626,El estado de exposición debe determinarse antes de la enfermedad.
1626,La proporción de controles debe ser mayor que la de los casos.
1627,Riesgo atribuible.
1627,Tasa de prevalencia.
1627,Tasa de letalidad.
1627,Riesgo relativo.
1628,Negros: blancos.
1628,Habitantes rurales: habitantes urbanos.
1628,Estudio socioeconómico alto: estudio socioeconómico bajo.
1628,Cultura del oeste: cultura del este.
1629,"1,25 por cada 100."
1629,30 por cada 1000.
1629,12 por cada 1000.
1629,25 por cada 100.
1630,Especificidad.
1630,Valor predictivo negativo.
1630,Sensibilidad.
1630,Concordancia.
1631,b/(a+b)
1631,c/(c+d)
1631,c/(a+c)
1631,d/ (b+d)
1632,Porcentaje de falsos positivos.
1632,Especificidad.
1632,Valor predictivo positivo.
1632,Valor predictivo negativo.
1633,Su capacidad para clasificar como negativos a las personas que no padecen la enfermedad.
1633,La probabilidad de tener la enfermedad cuando el test ha sido positivo.
1633,La prevalencia de la enfermedad investigada.
1633,La incidencia de la enfermedad investigada.
1634,Casos y control.
1634,Experimental.
1634,Prospectivo.
1634,Retrospectivo.
1635,Necesitan pocos sujetos para la conformación de grupos
1635,No permiten estimar el riesgo relativo
1635,Están indicados para las enfermedades raras
1635,La determinación del factor de riesgo está sujeto a error.
1636,Se pueden utilizar en enfermedades cuyo periodo de latencia es corto.
1636,Se puede establecer una secuencia temporal causa-efecto.
1636,Este estudio permite el estudio de incidencias.
1636,Permiten el estudio de diferentes patologias simultáneamente.
1637,Epidemia
1637,Brote.
1637,Holoendemia.
1637,Hiperendemia
1638,Entre Q1 y Q2
1638,Entre Q2 y Q3
1638,Por encima de Q3
1638,Por encima de Q1
1639,Incidencia.
1639,Incidencia acumulada.
1639,Riesgo atribuible.
1639,Riesgo relativo.
1640,"2,5 por mil."
1640,"0,4 por mil."
1640,3 por mil.
1640,400 por mil.
1641,Incidencia acumulada.
1641,Densidad de incidencia.
1641,Cualquiera de ellas.
1641,Ninguna de ellas.
1642,Es imposible este planteamiento.
1642,No se modifica.
1642,Disminuirá.
1642,La incidencia y prevalencia siempre van paralelas.
1643,Diagnóstico precoz.
1643,Tratamiento temprano.
1643,Limitación de la discapacidad.
1643,Rehabilitación
1644,Prevención secundaria.
1644,Prevención terciaria.
1644,Prevención relativa.
1644,Prevención global.
1645,Inmunización contra las enfermedades del calendario vacunal en los niños.
1645,Campañas de prevención antitabaco entre adolescentes.
1645,Recomendación del uso de guantes en el manejo de productos tóxicos.
1645,Fluoración de las aguas para prevenir la caries dental
1646,Quimioprevención
1646,Inmunizaciones
1646,Quimioprofilaxis
1646,Consejo antitabaco
1647,Prevención primaria.
1647,Prevención terciaria.
1647,Atención integral.
1647,Ninguna de las anteriores.
1648,Prevención terciaria
1648,Prevención primordial
1648,Prevención primaria
1648,Promoción comunitaria de la salud
1649,Evitar la aparición de complicaciones.
1649,Retrasar la aparición de los signos y sintomas de la enfermedad.
1649,Disminuir la gravedad del proceso.
1649,Incrementar la eficiencia de las actividades curativas
1650,Eliminación de criadero de vectores
1650,Verificación de cumplimiento de tratamientos.
1650,Colaboración con el entomólogo.
1650,Tomar gota gruesa.
1651,De cronicidad.
1651,Postpatogénico.
1651,Prepatogénico.
1651,De convalecencia.
1652,Promoción de la salud.
1652,Protección específica.
1652,Prevención secundaria.
1652,Otras actividades de salud.
1653,Atención curativa
1653,Prevención secundaria
1653,Prevención primaria
1653,Promoción de la salud
1654,"La probabilidad de que un habitante de Caraz tenga Bartonelosis es de 9,2 en 1000."
1654,"El riesgo absoluto de la Bartonelosis en Caraz es de 9,2 en 1000 habitantes."
1654,"El riesgo de enfermar por Bartonelosis en los habitantes de Caraz es de 9,2 en 1000 habitantes."
1654,"La probabilidad de enfermar por Bartonelosis en Caraz es de 0,0092."
1655,Casos y controles.
1655,Casos y controles anidados.
1655,Cohortes retrospectivas.
1655,Ensayo clínico aleatorio
1656,"El que administra el tratamiento debe saber qué.está administrando y a quién administra, para evitar confusiones."
1656,La comparación solamente puede hacerse con un placebo o un grupo sin intervención.
1656,Es necesario el enmascaramiento triple ciego para un mejor control de otras variables no consideradas en el estudio.
1656,La medición basal puede suprimirse cuando existe un grupo de control bien seleccionado.
1657,Casos y controles.
1657,Cohortes.
1657,Estudio longitudinal.
1657,Estudio cuasi-experimental.
1658,Transversal.
1658,Descriptivo.
1658,Ensayo clínico.
1658,Cuasi-experimental.
1659,Cuasi experimental.
1659,Cohortes.
1659,Longitudinal.
1659,Casos y controles.
1660,De cohortes.
1660,De casos y controles.
